subject, block_type, block, thought probe, trial, chosen, unchosen, offer_left_image, offer_right_image, exp_value_chosen, exp_value_unchosen, choice_location, choice_key, exp_value1, exp_value2, exp_value3, exp_value4, RT, reward, vas, RT_vas, coins_per_block, coins_per_task, count_to_prob, ntrial_to_prob, ITI_duration,RT_deadline,choice_feedback_duration,outcome_duration
35,practice,1, no_probe,1,1,3,3,1,0.3,0.6, right,2,0.3,0.4,0.6,0.7,1.0843268,0, , ,0,0,1,2,1,6,0.5,1
35,practice,1, probe,2,2,1,2,1,0.4,0.3, left,1,0.3,0.4,0.6,0.7,1.2527128,0,98.66452026,8.2998568,0,0,2,2,1,6,0.5,1
35,practice,1, no_probe,3,3,1,1,3,0.6,0.3, right,2,0.3,0.4,0.6,0.7,1.4632292,1, , ,1,1,1,2,1,6,0.5,1
35,practice,1, probe,4,3,1,1,3,0.6,0.3, right,2,0.3,0.4,0.6,0.7,1.4577452,1,99.20654297,3.8332917,2,2,2,2,1,6,0.5,1
35,practice,1, no_probe,5,4,1,1,4,0.7,0.3, right,2,0.3,0.4,0.6,0.7,1.0549305,1, , ,3,3,1,2,1,6,0.5,1
35,practice,1, probe,6,3,1,3,1,0.6,0.3, left,1,0.3,0.4,0.6,0.7,1.1669644,1,98.85720825,3.8999623,4,4,2,2,1,6,0.5,1
35, test,1, no_probe,1,3,2,2,3,0.6,0.4, right,2,0.3,0.4,0.6,0.7,0.4443428,0, , ,0,4,1,3,1,6,0.5,1
35, test,1, no_probe,2,2,3,3,2,0.4,0.6, right,2,0.3,0.4,0.6,0.7,0.6660643,0, , ,0,4,2,3,1,6,0.5,1
35, test,1, probe,3,1,2,2,1,0.3,0.4, right,2,0.3,0.4,0.6,0.7,1.2366945,0,99.99752808,4.0329217,0,4,3,3,1,6,0.5,1
35, test,1, no_probe,4,3,4,3,4,0.6,0.7, left,1,0.3,0.4,0.6,0.7,0.8624365,1, , ,1,5,1,2,1,6,0.5,1
35, test,1, probe,5,3,4,4,3,0.6,0.7, right,2,0.3,0.4,0.6,0.7,0.9054001,1,99.9977417,2.9499464,2,6,2,2,1,6,0.5,1
35, test,1, no_probe,6,2,4,2,4,0.4,0.7, left,1,0.3,0.4,0.6,0.7,1.0404355,0, , ,2,6,1,3,1,6,0.5,1
35, test,1, no_probe,7,2,3,2,3,0.4,0.6, left,1,0.3,0.4,0.6,0.7,2.1844168,1, , ,3,7,2,3,1,6,0.5,1
35, test,1, probe,8,3,4,3,4,0.6,0.7, left,1,0.3,0.4,0.6,0.7,1.8181578,1,99.99746704,3.2665639,4,8,3,3,1,6,0.5,1
35, test,1, no_probe,9,1,4,4,1,0.3,0.7, right,2,0.3,0.4,0.6,0.7,0.9787267,0, , ,4,8,1,2,1,6,0.5,1
35, test,1, probe,10,2,4,2,4,0.4,0.7, left,1,0.3,0.4,0.6,0.7,1.5048779,1,98.93338013,2.8499148,5,9,2,2,1,6,0.5,1
35, test,1, no_probe,11,2,4,2,4,0.4,0.7, left,1,0.3,0.4,0.6,0.7,1.7143194,0, , ,5,9,1,3,1,6,0.5,1
35, test,1, no_probe,12,3,4,3,4,0.6,0.7, left,1,0.3,0.4,0.6,0.7,1.0391758,1, , ,6,10,2,3,1,6,0.5,1
35, test,1, probe,13,2,1,1,2,0.4,0.3, right,2,0.3,0.4,0.6,0.7,1.7752301,1,95.44525146,3.583226,7,11,3,3,1,6,0.5,1
35, test,1, no_probe,14,1,4,4,1,0.3,0.7, right,2,0.3,0.4,0.6,0.7,1.5348139,0, , ,7,11,1,3,1,6,0.5,1
35, test,1, no_probe,15,3,1,3,1,0.6,0.3, left,1,0.3,0.4,0.6,0.7,1.1774799,1, , ,8,12,2,3,1,6,0.5,1
35, test,1, probe,16,3,4,4,3,0.6,0.7, right,2,0.3,0.4,0.6,0.7,1.9771035,1,97.9100647,3.7332948,9,13,3,3,1,6,0.5,1
35, test,1, no_probe,17,4,1,4,1,0.7,0.3, left,1,0.3,0.4,0.6,0.7,3.4241699,1, , ,10,14,1,2,1,6,0.5,1
35, test,1, probe,18,2,1,2,1,0.4,0.3, left,1,0.3,0.4,0.6,0.7,1.1735014,1,99.30801392,4.4832842,11,15,2,2,1,6,0.5,1
35, test,1, no_probe,19,4,1,4,1,0.7,0.3, left,1,0.3,0.4,0.6,0.7,1.8633723,1, , ,12,16,1,3,1,6,0.5,1
35, test,1, no_probe,20,3,1,1,3,0.6,0.3, right,2,0.3,0.4,0.6,0.7,1.0826751,1, , ,13,17,2,3,1,6,0.5,1
35, test,1, probe,21,1,4,1,4,0.3,0.7, left,1,0.3,0.4,0.6,0.7,2.3076457,0,96.91995239,5.6999267,13,17,3,3,1,6,0.5,1
35, test,1, no_probe,22,4,1,1,4,0.7,0.3, right,2,0.3,0.4,0.6,0.7,0.7005676,1, , ,14,18,1,2,1,6,0.5,1
35, test,1, probe,23,3,2,3,2,0.6,0.4, left,1,0.3,0.4,0.6,0.7,1.8414268,0,99.99853516,4.7832514,14,18,2,2,1,6,0.5,1
35, test,1, no_probe,24,3,4,4,3,0.6,0.7, right,2,0.3,0.4,0.6,0.7,1.2411439,1, , ,15,19,1,3,1,6,0.5,1
35, test,1, no_probe,25,4,1,4,1,0.7,0.3, left,1,0.3,0.4,0.6,0.7,1.9327225,1, , ,16,20,2,3,1,6,0.5,1
35, test,2, no_probe,1,1,4,4,1,0.3,0.7, right,2,0.3,0.4,0.6,0.7,1.0240288,1, , ,1,21,1,2,1,6,0.5,1
35, test,2, probe,2,1,4,4,1,0.3,0.7, right,2,0.3,0.4,0.6,0.7,1.0061713,0,96.13122559,5.6832403,1,21,2,2,1,6,0.5,1
35, test,2, no_probe,3,1,4,1,4,0.3,0.7, left,1,0.3,0.4,0.6,0.7,1.5113969,1, , ,2,22,1,3,1,6,0.5,1
35, test,2, no_probe,4,1,3,1,3,0.3,0.6, left,1,0.3,0.4,0.6,0.7,1.5631005,0, , ,2,22,2,3,1,6,0.5,1
35, test,2, probe,5,2,3,2,3,0.4,0.6, left,1,0.3,0.4,0.6,0.7,2.3700917,0,97.36331177,4.6666176,2,22,3,3,1,6,0.5,1
35, test,2, no_probe,6,1,3,1,3,0.3,0.6, left,1,0.3,0.4,0.6,0.7,5.0061028,0, , ,2,22,1,2,1,6,0.5,1
35, test,2, probe,7,2,4,2,4,0.4,0.7, left,1,0.3,0.4,0.6,0.7,4.6305728,1,97.61639404,4.0665746,3,23,2,2,1,6,0.5,1
35, test,2, no_probe,8,1,2,2,1,0.3,0.4, right,2,0.3,0.4,0.6,0.7,2.8425085,0, , ,3,23,1,2,1,6,0.5,1
35, test,2, probe,9,1,3,1,3,0.3,0.6, left,1,0.3,0.4,0.6,0.7,1.4339013,1,98.13757324,4.549915,4,24,2,2,1,6,0.5,1
35, test,2, no_probe,10,1,3,3,1,0.3,0.6, right,2,0.3,0.4,0.6,0.7,2.2149533,0, , ,4,24,1,3,1,6,0.5,1
35, test,2, no_probe,11,1,2,1,2,0.3,0.4, left,1,0.3,0.4,0.6,0.7,1.8887655,1, , ,5,25,2,3,1,6,0.5,1
35, test,2, probe,12,1,4,1,4,0.3,0.7, left,1,0.3,0.4,0.6,0.7,3.4456666,0,94.86883545,4.3999279,5,25,3,3,1,6,0.5,1
35, test,2, no_probe,13,2,4,2,4,0.4,0.7, left,1,0.3,0.4,0.6,0.7,1.7994054,1, , ,6,26,1,3,1,6,0.5,1
35, test,2, no_probe,14,3,4,3,4,0.6,0.7, left,1,0.3,0.4,0.6,0.7,4.0382917,0, , ,6,26,2,3,1,6,0.5,1
35, test,2, abort_trial,15,,,,,,,,,,,,,,,,,,,,,,,,
35, test,2, probe,16,1,4,4,1,0.3,0.7, right,2,0.3,0.4,0.6,0.7,1.3655516,1,93.97613525,3.2999477,7,27,3,3,1,6,0.5,1
35, test,2, no_probe,17,3,4,3,4,0.6,0.7, left,1,0.3,0.4,0.6,0.7,1.4631005,0, , ,7,27,1,2,1,6,0.5,1
35, test,2, probe,18,3,2,2,3,0.6,0.4, right,2,0.3,0.4,0.6,0.7,2.309026,1,93.2288208,3.0330215,8,28,2,2,1,6,0.5,1
35, test,2, no_probe,19,3,4,4,3,0.6,0.7, right,2,0.3,0.4,0.6,0.7,1.2801951,1, , ,9,29,1,2,1,6,0.5,1
35, test,2, probe,20,3,4,4,3,0.6,0.7, right,2,0.3,0.4,0.6,0.7,0.818294,0,94.23162842,2.5999796,9,29,2,2,1,6,0.5,1
35, test,2, no_probe,21,2,3,3,2,0.4,0.6, right,2,0.3,0.4,0.6,0.7,1.5819367,1, , ,10,30,1,2,1,6,0.5,1
35, test,2, probe,22,4,2,4,2,0.7,0.4, left,1,0.3,0.4,0.6,0.7,1.9586107,1,93.36849976,3.9833146,11,31,2,2,1,6,0.5,1
35, test,2, no_probe,23,1,4,4,1,0.3,0.7, right,2,0.3,0.4,0.6,0.7,0.8584652,1, , ,12,32,1,2,1,6,0.5,1
35, test,2, probe,24,2,1,2,1,0.4,0.3, left,1,0.3,0.4,0.6,0.7,1.6013285,1,95.243927,3.2666313,13,33,2,2,1,6,0.5,1
35, test,2, no_probe,25,2,1,1,2,0.4,0.3, right,2,0.3,0.4,0.6,0.7,1.6105069,0, , ,13,33,1,3,1,6,0.5,1
35, test,3, no_probe,1,4,3,3,4,0.7,0.6, right,2,0.3,0.4,0.6,0.7,0.5243824,1, , ,1,34,1,3,1,6,0.5,1
35, test,3, no_probe,2,4,1,4,1,0.7,0.3, left,1,0.3,0.4,0.6,0.7,1.3658836,1, , ,2,35,2,3,1,6,0.5,1
35, test,3, probe,3,3,1,3,1,0.6,0.3, left,1,0.3,0.4,0.6,0.7,1.9919446,1,97.73031616,3.016207,3,36,3,3,1,6,0.5,1
35, test,3, no_probe,4,4,3,3,4,0.7,0.6, right,2,0.3,0.4,0.6,0.7,0.759181,1, , ,4,37,1,3,1,6,0.5,1
35, test,3, no_probe,5,3,1,3,1,0.6,0.3, left,1,0.3,0.4,0.6,0.7,1.7105117,0, , ,4,37,2,3,1,6,0.5,1
35, test,3, probe,6,2,1,2,1,0.4,0.3, left,1,0.3,0.4,0.6,0.7,1.1731483,1,97.38598633,3.3832529,5,38,3,3,1,6,0.5,1
35, test,3, no_probe,7,4,2,2,4,0.7,0.4, right,2,0.3,0.4,0.6,0.7,1.1023883,1, , ,6,39,1,3,1,6,0.5,1
35, test,3, no_probe,8,4,3,3,4,0.7,0.6, right,2,0.3,0.4,0.6,0.7,0.6362085,1, , ,7,40,2,3,1,6,0.5,1
35, test,3, probe,9,4,3,3,4,0.7,0.6, right,2,0.3,0.4,0.6,0.7,0.7116253,1,97.3145752,2.8832809,8,41,3,3,1,6,0.5,1
35, test,3, no_probe,10,3,2,3,2,0.6,0.4, left,1,0.3,0.4,0.6,0.7,1.0886507,1, , ,9,42,1,2,1,6,0.5,1
35, test,3, probe,11,4,2,2,4,0.7,0.4, right,2,0.3,0.4,0.6,0.7,0.8936477,1,98.6116333,4.0999992,10,43,2,2,1,6,0.5,1
