subject, block_type, block, thought probe, trial, chosen, unchosen, offer_left_image, offer_right_image, exp_value_chosen, exp_value_unchosen, choice_location, choice_key, exp_value1, exp_value2, exp_value3, exp_value4, RT, reward, vas, RT_vas, coins_per_block, coins_per_task, count_to_prob, ntrial_to_prob, ITI_duration,RT_deadline,choice_feedback_duration,outcome_duration
64,practice,1, no_probe,1,2,1,2,1,0.4,0.3, left,1,0.3,0.4,0.6,0.7,1.9077519,1, , ,1,1,1,2,1,6,0.5,1
64,practice,1, probe,2,2,3,2,3,0.4,0.6, left,1,0.3,0.4,0.6,0.7,0.9973499,0,99.99972534,2.4166004,1,1,2,2,1,6,0.5,1
64,practice,1, no_probe,3,2,1,2,1,0.4,0.3, left,1,0.3,0.4,0.6,0.7,0.5157727,1, , ,2,2,1,3,1,6,0.5,1
64,practice,1, no_probe,4,4,1,1,4,0.7,0.3, right,2,0.3,0.4,0.6,0.7,0.7166273,0, , ,2,2,2,3,1,6,0.5,1
64,practice,1, probe,5,3,1,1,3,0.6,0.3, right,2,0.3,0.4,0.6,0.7,0.8741558,1,99.996521,5.2998497,3,3,3,3,1,6,0.5,1
64,practice,1, no_probe,6,2,4,4,2,0.4,0.7, right,2,0.3,0.4,0.6,0.7,1.0764662,0, , ,3,3,1,3,1,6,0.5,1
64, test,1, no_probe,1,2,1,1,2,0.4,0.3, right,2,0.3,0.4,0.6,0.7,0.948254,1, , ,1,4,1,2,1,6,0.5,1
64, test,1, probe,2,2,1,2,1,0.4,0.3, left,1,0.3,0.4,0.6,0.7,0.6791713,1,99.99923706,2.4333081,2,5,2,2,1,6,0.5,1
64, test,1, no_probe,3,4,1,1,4,0.7,0.3, right,2,0.3,0.4,0.6,0.7,0.6585231,1, , ,3,6,1,2,1,6,0.5,1
64, test,1, probe,4,4,2,4,2,0.7,0.4, left,1,0.3,0.4,0.6,0.7,0.3861817,0,99.99972534,1.2833081,3,6,2,2,1,6,0.5,1
64, test,1, no_probe,5,3,4,4,3,0.6,0.7, right,2,0.3,0.4,0.6,0.7,0.5513986,1, , ,4,7,1,2,1,6,0.5,1
64, test,1, probe,6,2,4,2,4,0.4,0.7, left,1,0.3,0.4,0.6,0.7,0.4682915,0,99.99963379,1.4167415,4,7,2,2,1,6,0.5,1
64, test,1, no_probe,7,2,3,2,3,0.4,0.6, left,1,0.3,0.4,0.6,0.7,0.2475523,0, , ,4,7,1,3,1,6,0.5,1
64, test,1, no_probe,8,3,4,3,4,0.6,0.7, left,1,0.3,0.4,0.6,0.7,0.916087,1, , ,5,8,2,3,1,6,0.5,1
64, test,1, probe,9,3,2,3,2,0.6,0.4, left,1,0.3,0.4,0.6,0.7,0.2207448,1,99.99981689,1.3666271,6,9,3,3,1,6,0.5,1
64, test,1, no_probe,10,3,1,3,1,0.6,0.3, left,1,0.3,0.4,0.6,0.7,0.2565548,0, , ,6,9,1,2,1,6,0.5,1
64, test,1, probe,11,3,1,1,3,0.6,0.3, right,2,0.3,0.4,0.6,0.7,0.4804683,0,100,1.2333214,6,9,2,2,1,6,0.5,1
64, test,1, no_probe,12,1,4,4,1,0.3,0.7, right,2,0.3,0.4,0.6,0.7,1.036716,0, , ,6,9,1,2,1,6,0.5,1
64, test,1, probe,13,2,3,3,2,0.4,0.6, right,2,0.3,0.4,0.6,0.7,0.3566589,0,99.99975586,1.333297,6,9,2,2,1,6,0.5,1
64, test,1, no_probe,14,3,4,4,3,0.6,0.7, right,2,0.3,0.4,0.6,0.7,0.683884,0, , ,6,9,1,3,1,6,0.5,1
64, test,1, no_probe,15,4,3,4,3,0.7,0.6, left,1,0.3,0.4,0.6,0.7,0.7786258,1, , ,7,10,2,3,1,6,0.5,1
64, test,1, probe,16,4,1,1,4,0.7,0.3, right,2,0.3,0.4,0.6,0.7,0.3851093,1,99.99975586,1.349944,8,11,3,3,1,6,0.5,1
64, test,1, no_probe,17,2,3,2,3,0.4,0.6, left,1,0.3,0.4,0.6,0.7,0.7559055,1, , ,9,12,1,2,1,6,0.5,1
64, test,1, probe,18,4,3,3,4,0.7,0.6, right,2,0.3,0.4,0.6,0.7,0.4338459,0,99.99963379,1.6833145,9,12,2,2,1,6,0.5,1
64, test,1, no_probe,19,1,3,1,3,0.3,0.6, left,1,0.3,0.4,0.6,0.7,0.6375955,1, , ,10,13,1,3,1,6,0.5,1
64, test,1, no_probe,20,4,2,2,4,0.7,0.4, right,2,0.3,0.4,0.6,0.7,0.6134405,1, , ,11,14,2,3,1,6,0.5,1
64, test,1, probe,21,3,1,3,1,0.6,0.3, left,1,0.3,0.4,0.6,0.7,0.7101579,1,99.99966431,1.3333091,12,15,3,3,1,6,0.5,1
64, test,1, no_probe,22,1,4,1,4,0.3,0.7, left,1,0.3,0.4,0.6,0.7,1.1821922,0, , ,12,15,1,3,1,6,0.5,1
64, test,1, no_probe,23,2,1,2,1,0.4,0.3, left,1,0.3,0.4,0.6,0.7,0.5435073,0, , ,12,15,2,3,1,6,0.5,1
64, test,1, probe,24,4,3,3,4,0.7,0.6, right,2,0.3,0.4,0.6,0.7,0.5683823,1,99.95233154,1.3000013,13,16,3,3,1,6,0.5,1
64, test,1, no_probe,25,4,2,2,4,0.7,0.4, right,2,0.3,0.4,0.6,0.7,0.2684179,0, , ,13,16,1,3,1,6,0.5,1
64, test,2, no_probe,1,4,3,3,4,0.7,0.6, right,2,0.3,0.4,0.6,0.7,0.5548285,1, , ,1,17,1,3,1,6,0.5,1
64, test,2, no_probe,2,4,1,1,4,0.7,0.3, right,2,0.3,0.4,0.6,0.7,0.3658384,0, , ,1,17,2,3,1,6,0.5,1
64, test,2, probe,3,4,1,1,4,0.7,0.3, right,2,0.3,0.4,0.6,0.7,0.5837469,1,99.99899292,2.0663248,2,18,3,3,1,6,0.5,1
64, test,2, no_probe,4,1,3,1,3,0.3,0.6, left,1,0.3,0.4,0.6,0.7,0.6218228,0, , ,2,18,1,3,1,6,0.5,1
64, test,2, no_probe,5,4,1,1,4,0.7,0.3, right,2,0.3,0.4,0.6,0.7,0.7155737,0, , ,2,18,2,3,1,6,0.5,1
64, test,2, probe,6,3,1,1,3,0.6,0.3, right,2,0.3,0.4,0.6,0.7,0.6431375,0,99.99969482,1.3332798,2,18,3,3,1,6,0.5,1
64, test,2, no_probe,7,1,3,3,1,0.3,0.6, right,2,0.3,0.4,0.6,0.7,0.5086092,0, , ,2,18,1,3,1,6,0.5,1
64, test,2, no_probe,8,3,1,1,3,0.6,0.3, right,2,0.3,0.4,0.6,0.7,0.6698812,0, , ,2,18,2,3,1,6,0.5,1
64, test,2, probe,9,1,3,1,3,0.3,0.6, left,1,0.3,0.4,0.6,0.7,0.8182616,0,99.99963379,1.4000094,2,18,3,3,1,6,0.5,1
64, test,2, no_probe,10,4,3,4,3,0.7,0.6, left,1,0.3,0.4,0.6,0.7,0.4642787,1, , ,3,19,1,3,1,6,0.5,1
64, test,2, no_probe,11,2,3,3,2,0.4,0.6, right,2,0.3,0.4,0.6,0.7,0.3990405,1, , ,4,20,2,3,1,6,0.5,1
64, test,2, probe,12,2,1,2,1,0.4,0.3, left,1,0.3,0.4,0.6,0.7,0.3404288,1,99.99694824,1.3166575,5,21,3,3,1,6,0.5,1
64, test,2, no_probe,13,2,3,2,3,0.4,0.6, left,1,0.3,0.4,0.6,0.7,0.2586003,0, , ,5,21,1,3,1,6,0.5,1
64, test,2, no_probe,14,4,1,1,4,0.7,0.3, right,2,0.3,0.4,0.6,0.7,0.2696604,1, , ,6,22,2,3,1,6,0.5,1
64, test,2, probe,15,4,3,4,3,0.7,0.6, left,1,0.3,0.4,0.6,0.7,0.4686077,1,99.99966431,1.4499644,7,23,3,3,1,6,0.5,1
64, test,2, no_probe,16,4,1,1,4,0.7,0.3, right,2,0.3,0.4,0.6,0.7,0.296167,1, , ,8,24,1,2,1,6,0.5,1
64, test,2, probe,17,2,1,2,1,0.4,0.3, left,1,0.3,0.4,0.6,0.7,0.5102744,0,99.99975586,1.9333211,8,24,2,2,1,6,0.5,1
64, test,2, no_probe,18,1,3,1,3,0.3,0.6, left,1,0.3,0.4,0.6,0.7,1.0217616,0, , ,8,24,1,2,1,6,0.5,1
64, test,2, probe,19,3,1,1,3,0.6,0.3, right,2,0.3,0.4,0.6,0.7,0.2850911,0,99.99978638,1.4666536,8,24,2,2,1,6,0.5,1
64, test,2, no_probe,20,4,2,2,4,0.7,0.4, right,2,0.3,0.4,0.6,0.7,0.4245748,1, , ,9,25,1,3,1,6,0.5,1
64, test,2, no_probe,21,4,1,4,1,0.7,0.3, left,1,0.3,0.4,0.6,0.7,0.5967529,1, , ,10,26,2,3,1,6,0.5,1
64, test,2, probe,22,2,1,1,2,0.4,0.3, right,2,0.3,0.4,0.6,0.7,0.4413668,1,99.99969482,1.3499712,11,27,3,3,1,6,0.5,1
64, test,2, no_probe,23,2,3,2,3,0.4,0.6, left,1,0.3,0.4,0.6,0.7,0.3473231,0, , ,11,27,1,2,1,6,0.5,1
