subject, block_type, block, thought probe, trial, chosen, unchosen, offer_left_image, offer_right_image, exp_value_chosen, exp_value_unchosen, choice_location, choice_key, exp_value1, exp_value2, exp_value3, exp_value4, RT, reward, vas, RT_vas, coins_per_block, coins_per_task, count_to_prob, ntrial_to_prob, ITI_duration,RT_deadline,choice_feedback_duration,outcome_duration
2,practice,1, no_probe,1,1,2,2,1,0.3,0.4, right,2,0.3,0.4,0.6,0.7,1.1995716,0, , ,0,0,1,2,1,6,0.5,1
2,practice,1, probe,2,3,1,1,3,0.6,0.3, right,2,0.3,0.4,0.6,0.7,1.239167,0,99.99853516,4.5998823,0,0,2,2,1,6,0.5,1
2,practice,1, no_probe,3,4,2,2,4,0.7,0.4, right,2,0.3,0.4,0.6,0.7,1.3618769,1, , ,1,1,1,2,1,6,0.5,1
2,practice,1, probe,4,4,2,2,4,0.7,0.4, right,2,0.3,0.4,0.6,0.7,0.8241291,1,99.99874878,2.8832881,2,2,2,2,1,6,0.5,1
2,practice,1, no_probe,5,3,1,3,1,0.6,0.3, left,1,0.3,0.4,0.6,0.7,1.5966168,0, , ,2,2,1,3,1,6,0.5,1
2,practice,1, no_probe,6,2,3,2,3,0.4,0.6, left,1,0.3,0.4,0.6,0.7,1.2416736,0, , ,2,2,2,3,1,6,0.5,1
2, test,1, no_probe,1,3,2,2,3,0.6,0.4, right,2,0.3,0.4,0.6,0.7,0.7611394,0, , ,0,2,1,3,1,6,0.5,1
2, test,1, no_probe,2,2,3,2,3,0.4,0.6, left,1,0.3,0.4,0.6,0.7,0.6047498,1, , ,1,3,2,3,1,6,0.5,1
2, test,1, probe,3,4,3,3,4,0.7,0.6, right,2,0.3,0.4,0.6,0.7,1.2577031,0,99.99920654,2.249567,1,3,3,3,1,6,0.5,1
2, test,1, no_probe,4,2,1,1,2,0.4,0.3, right,2,0.3,0.4,0.6,0.7,2.5489774,1, , ,2,4,1,3,1,6,0.5,1
2, test,1, no_probe,5,4,3,4,3,0.7,0.6, left,1,0.3,0.4,0.6,0.7,1.5093895,1, , ,3,5,2,3,1,6,0.5,1
2, test,1, probe,6,2,3,2,3,0.4,0.6, left,1,0.3,0.4,0.6,0.7,1.7258321,0,100,2.8833124,3,5,3,3,1,6,0.5,1
2, test,1, no_probe,7,4,1,4,1,0.7,0.3, left,1,0.3,0.4,0.6,0.7,1.279433,1, , ,4,6,1,2,1,6,0.5,1
2, test,1, probe,8,3,1,3,1,0.6,0.3, left,1,0.3,0.4,0.6,0.7,2.321244,0,93.65948486,3.4832778,4,6,2,2,1,6,0.5,1
2, test,1, no_probe,9,2,4,4,2,0.4,0.7, right,2,0.3,0.4,0.6,0.7,2.2375783,1, , ,5,7,1,3,1,6,0.5,1
2, test,1, no_probe,10,2,3,2,3,0.4,0.6, left,1,0.3,0.4,0.6,0.7,1.8963778,0, , ,5,7,2,3,1,6,0.5,1
2, test,1, probe,11,2,1,2,1,0.4,0.3, left,1,0.3,0.4,0.6,0.7,1.0696656,0,93.75247192,2.9166526,5,7,3,3,1,6,0.5,1
2, test,1, no_probe,12,1,2,2,1,0.3,0.4, right,2,0.3,0.4,0.6,0.7,1.8712278,1, , ,6,8,1,2,1,6,0.5,1
2, test,1, probe,13,2,3,2,3,0.4,0.6, left,1,0.3,0.4,0.6,0.7,1.7968245,0,92.7336731,1.6833021,6,8,2,2,1,6,0.5,1
