subject, block_type, block, thought probe, trial, chosen, unchosen, offer_left_image, offer_right_image, exp_value_chosen, exp_value_unchosen, choice_location, choice_key, exp_value1, exp_value2, exp_value3, exp_value4, RT, reward, vas, RT_vas, coins_per_block, coins_per_task, count_to_prob, ntrial_to_prob, ITI_duration,RT_deadline,choice_feedback_duration,outcome_duration
2, test, 1, no_probe, 1, 1, 2, 2, 1, 0.3, 0.4, right, 2, 0.3, 0.4, 0.6, 0.7, 1.1995716000092216, 0, , , 0.000000, 0.000000, 1.000000,2.000000,1.000000,6.000000,0.500000,1.000000
2, test, 1, probe, 2, 3, 1, 1, 3, 0.6, 0.3, right, 2, 0.3, 0.4, 0.6, 0.7, 1.2391669999924488, 0, 99.99853515625, 4.599882300011814, 0.000000, 0.000000, 2.000000,2.000000,1.000000,6.000000,0.500000,1.000000
2, test, 1, no_probe, 3, 4, 2, 2, 4, 0.7, 0.4, right, 2, 0.3, 0.4, 0.6, 0.7, 1.3618768999585882, 1, , , 1.000000, 1.000000, 1.000000,2.000000,1.000000,6.000000,0.500000,1.000000
2, test, 1, probe, 4, 4, 2, 2, 4, 0.7, 0.4, right, 2, 0.3, 0.4, 0.6, 0.7, 0.8241291000158526, 1, 99.99874877929688, 2.883288100012578, 2.000000, 2.000000, 2.000000,2.000000,1.000000,6.000000,0.500000,1.000000
2, test, 1, no_probe, 5, 3, 1, 3, 1, 0.6, 0.3, left, 1, 0.3, 0.4, 0.6, 0.7, 1.5966168000013568, 0, , , 2.000000, 2.000000, 1.000000,3.000000,1.000000,6.000000,0.500000,1.000000
2, test, 1, no_probe, 6, 2, 3, 2, 3, 0.4, 0.6, left, 1, 0.3, 0.4, 0.6, 0.7, 1.2416735999868251, 0, , , 2.000000, 2.000000, 2.000000,3.000000,1.000000,6.000000,0.500000,1.000000
2, test, 1, no_probe, 1, 3, 2, 2, 3, 0.6, 0.4, right, 2, 0.3, 0.4, 0.6, 0.7, 0.7611394000123255, 0, , , 0.000000, 2.000000, 1.000000,3.000000,1.000000,6.000000,0.500000,1.000000
2, test, 1, no_probe, 2, 2, 3, 2, 3, 0.4, 0.6, left, 1, 0.3, 0.4, 0.6, 0.7, 0.6047497999970801, 1, , , 1.000000, 3.000000, 2.000000,3.000000,1.000000,6.000000,0.500000,1.000000
2, test, 1, probe, 3, 4, 3, 3, 4, 0.7, 0.6, right, 2, 0.3, 0.4, 0.6, 0.7, 1.2577031000400893, 0, 99.99920654296875, 2.249567000020761, 1.000000, 3.000000, 3.000000,3.000000,1.000000,6.000000,0.500000,1.000000
2, test, 1, no_probe, 4, 2, 1, 1, 2, 0.4, 0.3, right, 2, 0.3, 0.4, 0.6, 0.7, 2.548977400001604, 1, , , 2.000000, 4.000000, 1.000000,3.000000,1.000000,6.000000,0.500000,1.000000
2, test, 1, no_probe, 5, 4, 3, 4, 3, 0.7, 0.6, left, 1, 0.3, 0.4, 0.6, 0.7, 1.509389500017278, 1, , , 3.000000, 5.000000, 2.000000,3.000000,1.000000,6.000000,0.500000,1.000000
2, test, 1, probe, 6, 2, 3, 2, 3, 0.4, 0.6, left, 1, 0.3, 0.4, 0.6, 0.7, 1.7258320999681018, 0, 100, 2.8833123999647796, 3.000000, 5.000000, 3.000000,3.000000,1.000000,6.000000,0.500000,1.000000
2, test, 1, no_probe, 7, 4, 1, 4, 1, 0.7, 0.3, left, 1, 0.3, 0.4, 0.6, 0.7, 1.2794329999596812, 1, , , 4.000000, 6.000000, 1.000000,2.000000,1.000000,6.000000,0.500000,1.000000
2, test, 1, probe, 8, 3, 1, 3, 1, 0.6, 0.3, left, 1, 0.3, 0.4, 0.6, 0.7, 2.321243999991566, 0, 93.65948486328125, 3.483277800027281, 4.000000, 6.000000, 2.000000,2.000000,1.000000,6.000000,0.500000,1.000000
2, test, 1, no_probe, 9, 2, 4, 4, 2, 0.4, 0.7, right, 2, 0.3, 0.4, 0.6, 0.7, 2.2375783000024967, 1, , , 5.000000, 7.000000, 1.000000,3.000000,1.000000,6.000000,0.500000,1.000000
2, test, 1, no_probe, 10, 2, 3, 2, 3, 0.4, 0.6, left, 1, 0.3, 0.4, 0.6, 0.7, 1.8963777999742888, 0, , , 5.000000, 7.000000, 2.000000,3.000000,1.000000,6.000000,0.500000,1.000000
2, test, 1, probe, 11, 2, 1, 2, 1, 0.4, 0.3, left, 1, 0.3, 0.4, 0.6, 0.7, 1.0696656000218354, 0, 93.75247192382812, 2.9166525999899022, 5.000000, 7.000000, 3.000000,3.000000,1.000000,6.000000,0.500000,1.000000
2, test, 1, no_probe, 12, 1, 2, 2, 1, 0.3, 0.4, right, 2, 0.3, 0.4, 0.6, 0.7, 1.871227799972985, 1, , , 6.000000, 8.000000, 1.000000,2.000000,1.000000,6.000000,0.500000,1.000000
2, test, 1, probe, 13, 2, 3, 2, 3, 0.4, 0.6, left, 1, 0.3, 0.4, 0.6, 0.7, 1.796824499964714, 0, 92.73367309570312, 1.6833020999911241, 6.000000, 8.000000, 2.000000,2.000000,1.000000,6.000000,0.500000,1.000000
2, test, 1, no_probe, 14, 4, 3, 3, 4, 0.7, 0.6, right, 2, 0.3, 0.4, 0.6, 0.7, 2.2502459000097588, 1, , , 7.000000, 9.000000, 1.000000,3.000000,1.000000,6.000000,0.500000,1.000000
2, test, 1, no_probe, 15, 4, 3, 3, 4, 0.7, 0.6, right, 2, 0.3, 0.4, 0.6, 0.7, 0.9023778000264429, 0, , , 7.000000, 9.000000, 2.000000,3.000000,1.000000,6.000000,0.500000,1.000000
2, test, 1, probe, 16, 2, 1, 1, 2, 0.4, 0.3, right, 2, 0.3, 0.4, 0.6, 0.7, 3.7600085000158288, 0, 95.98880004882812, 2.316633000038564, 7.000000, 9.000000, 3.000000,3.000000,1.000000,6.000000,0.500000,1.000000
2, test, 1, no_probe, 17, 4, 2, 4, 2, 0.7, 0.4, left, 1, 0.3, 0.4, 0.6, 0.7, 4.21202269999776, 1, , , 8.000000, 10.000000, 1.000000,3.000000,1.000000,6.000000,0.500000,1.000000
2, test, 1, no_probe, 18, 4, 1, 1, 4, 0.7, 0.3, right, 2, 0.3, 0.4, 0.6, 0.7, 1.3333036999683827, 1, , , 9.000000, 11.000000, 2.000000,3.000000,1.000000,6.000000,0.500000,1.000000
2, test, 1, probe, 19, 2, 1, 2, 1, 0.4, 0.3, left, 1, 0.3, 0.4, 0.6, 0.7, 1.385173799993936, 0, 99.99923706054688, 2.5833004000014625, 9.000000, 11.000000, 3.000000,3.000000,1.000000,6.000000,0.500000,1.000000
2, test, 1, no_probe, 20, 2, 3, 3, 2, 0.4, 0.6, right, 2, 0.3, 0.4, 0.6, 0.7, 2.7881722999736667, 0, , , 9.000000, 11.000000, 1.000000,3.000000,1.000000,6.000000,0.500000,1.000000
2, test, 1, no_probe, 21, 3, 1, 3, 1, 0.6, 0.3, left, 1, 0.3, 0.4, 0.6, 0.7, 2.080875299987383, 1, , , 10.000000, 12.000000, 2.000000,3.000000,1.000000,6.000000,0.500000,1.000000
2, test, 1, probe, 22, 4, 3, 3, 4, 0.7, 0.6, right, 2, 0.3, 0.4, 0.6, 0.7, 1.888050400011707, 0, 99.99960327148438, 1.8499999000341631, 10.000000, 12.000000, 3.000000,3.000000,1.000000,6.000000,0.500000,1.000000
2, test, 1, no_probe, 23, 1, 2, 1, 2, 0.3, 0.4, left, 1, 0.3, 0.4, 0.6, 0.7, 3.0029362000059336, 0, , , 10.000000, 12.000000, 1.000000,2.000000,1.000000,6.000000,0.500000,1.000000
