subject, block_type, block, thought probe, trial, chosen, unchosen, offer_left_image, offer_right_image, exp_value_chosen, exp_value_unchosen, choice_location, choice_key, exp_value1, exp_value2, exp_value3, exp_value4, RT, reward, vas, RT_vas, coins_per_block, coins_per_task, count_to_prob, ntrial_to_prob, ITI_duration,RT_deadline,choice_feedback_duration,outcome_duration
3, test, 1, no_probe, 1, 3, 4, 3, 4, 0.6, 0.7, left, 1, 0.3, 0.4, 0.6, 0.7, 0.8139818999916315, 0, , , 0.000000, 0.000000, 1.000000,2.000000,1.000000,6.000000,0.500000,1.000000
3, test, 1, probe, 2, 1, 4, 4, 1, 0.3, 0.7, right, 2, 0.3, 0.4, 0.6, 0.7, 0.6267912000184879, 1, 32.6812744140625, 7.0332428000401706, 1.000000, 1.000000, 2.000000,2.000000,1.000000,6.000000,0.500000,1.000000
3, test, 1, no_probe, 3, 2, 4, 4, 2, 0.4, 0.7, right, 2, 0.3, 0.4, 0.6, 0.7, 1.5124388999538496, 0, , , 1.000000, 1.000000, 1.000000,3.000000,1.000000,6.000000,0.500000,1.000000
3, test, 1, no_probe, 4, 3, 2, 3, 2, 0.6, 0.4, left, 1, 0.3, 0.4, 0.6, 0.7, 0.41383470001164824, 1, , , 2.000000, 2.000000, 2.000000,3.000000,1.000000,6.000000,0.500000,1.000000
3, test, 1, probe, 5, 3, 1, 1, 3, 0.6, 0.3, right, 2, 0.3, 0.4, 0.6, 0.7, 0.43360919994302094, 1, 71.37545776367188, 4.066627699998207, 3.000000, 3.000000, 3.000000,3.000000,1.000000,6.000000,0.500000,1.000000
3, test, 1, no_probe, 6, 3, 2, 2, 3, 0.6, 0.4, right, 2, 0.3, 0.4, 0.6, 0.7, 1.0017743000062183, 1, , , 4.000000, 4.000000, 1.000000,2.000000,1.000000,6.000000,0.500000,1.000000
3, test, 1, no_probe, 1, 4, 1, 4, 1, 0.7, 0.3, left, 1, 0.3, 0.4, 0.6, 0.7, 0.5092442999593914, 0, , , 0.000000, 4.000000, 1.000000,2.000000,1.000000,6.000000,0.500000,1.000000
3, test, 1, probe, 2, 3, 4, 4, 3, 0.6, 0.7, right, 2, 0.3, 0.4, 0.6, 0.7, 0.7464241000125185, 0, 73.89132690429688, 4.599930400028825, 0.000000, 4.000000, 2.000000,2.000000,1.000000,6.000000,0.500000,1.000000
3, test, 1, no_probe, 3, 1, 2, 1, 2, 0.3, 0.4, left, 1, 0.3, 0.4, 0.6, 0.7, 1.2555813000071794, 1, , , 1.000000, 5.000000, 1.000000,2.000000,1.000000,6.000000,0.500000,1.000000
3, test, 1, probe, 4, 1, 4, 1, 4, 0.3, 0.7, left, 1, 0.3, 0.4, 0.6, 0.7, 0.4396057999692857, 0, 98.216796875, 5.19993580004666, 1.000000, 5.000000, 2.000000,2.000000,1.000000,6.000000,0.500000,1.000000
3, test, 1, no_probe, 5, 3, 1, 1, 3, 0.6, 0.3, right, 2, 0.3, 0.4, 0.6, 0.7, 0.9346658999565989, 1, , , 2.000000, 6.000000, 1.000000,2.000000,1.000000,6.000000,0.500000,1.000000
3, test, 1, probe, 6, 2, 1, 2, 1, 0.4, 0.3, left, 1, 0.3, 0.4, 0.6, 0.7, 1.2108218000503257, 0, 73.23583984375, 3.6499066000105813, 2.000000, 6.000000, 2.000000,2.000000,1.000000,6.000000,0.500000,1.000000
3, test, 1, no_probe, 7, 4, 2, 2, 4, 0.7, 0.4, right, 2, 0.3, 0.4, 0.6, 0.7, 0.6276590999914333, 1, , , 3.000000, 7.000000, 1.000000,2.000000,1.000000,6.000000,0.500000,1.000000
3, test, 1, probe, 8, 4, 2, 2, 4, 0.7, 0.4, right, 2, 0.3, 0.4, 0.6, 0.7, 0.6007587000494823, 1, 95.28887939453125, 2.633255399996415, 4.000000, 8.000000, 2.000000,2.000000,1.000000,6.000000,0.500000,1.000000
3, test, 1, no_probe, 9, 3, 2, 3, 2, 0.6, 0.4, left, 1, 0.3, 0.4, 0.6, 0.7, 1.2840070000384003, 1, , , 5.000000, 9.000000, 1.000000,3.000000,1.000000,6.000000,0.500000,1.000000
3, test, 1, no_probe, 10, 3, 2, 3, 2, 0.6, 0.4, left, 1, 0.3, 0.4, 0.6, 0.7, 0.4250052000861615, 1, , , 6.000000, 10.000000, 2.000000,3.000000,1.000000,6.000000,0.500000,1.000000
3, test, 1, probe, 11, 3, 1, 1, 3, 0.6, 0.3, right, 2, 0.3, 0.4, 0.6, 0.7, 0.6503822000231594, 0, 96.0865478515625, 4.466574100079015, 6.000000, 10.000000, 3.000000,3.000000,1.000000,6.000000,0.500000,1.000000
3, test, 1, no_probe, 12, 2, 4, 2, 4, 0.4, 0.7, left, 1, 0.3, 0.4, 0.6, 0.7, 1.1529607999837026, 1, , , 7.000000, 11.000000, 1.000000,2.000000,1.000000,6.000000,0.500000,1.000000
3, test, 1, probe, 13, 3, 1, 1, 3, 0.6, 0.3, right, 2, 0.3, 0.4, 0.6, 0.7, 0.4610036000376567, 1, 99.99908447265625, 2.783308499958366, 8.000000, 12.000000, 2.000000,2.000000,1.000000,6.000000,0.500000,1.000000
3, test, 1, no_probe, 14, 3, 2, 3, 2, 0.6, 0.4, left, 1, 0.3, 0.4, 0.6, 0.7, 1.0283342000329867, 1, , , 9.000000, 13.000000, 1.000000,2.000000,1.000000,6.000000,0.500000,1.000000
3, test, 1, probe, 15, 1, 2, 2, 1, 0.3, 0.4, right, 2, 0.3, 0.4, 0.6, 0.7, 0.539864799939096, 0, 70.86874389648438, 3.849915700033307, 9.000000, 13.000000, 2.000000,2.000000,1.000000,6.000000,0.500000,1.000000
3, test, 1, no_probe, 16, 1, 4, 1, 4, 0.3, 0.7, left, 1, 0.3, 0.4, 0.6, 0.7, 0.7324088000459597, 0, , , 9.000000, 13.000000, 1.000000,3.000000,1.000000,6.000000,0.500000,1.000000
3, test, 1, no_probe, 17, 2, 1, 1, 2, 0.4, 0.3, right, 2, 0.3, 0.4, 0.6, 0.7, 1.245156400022097, 0, , , 9.000000, 13.000000, 2.000000,3.000000,1.000000,6.000000,0.500000,1.000000
3, test, 1, probe, 18, 4, 3, 4, 3, 0.7, 0.6, left, 1, 0.3, 0.4, 0.6, 0.7, 0.6404998000944033, 0, 93.98599243164062, 3.7499631999526173, 9.000000, 13.000000, 3.000000,3.000000,1.000000,6.000000,0.500000,1.000000
3, test, 1, no_probe, 19, 3, 1, 1, 3, 0.6, 0.3, right, 2, 0.3, 0.4, 0.6, 0.7, 0.6486426999326795, 1, , , 10.000000, 14.000000, 1.000000,2.000000,1.000000,6.000000,0.500000,1.000000
3, test, 1, probe, 20, 1, 2, 1, 2, 0.3, 0.4, left, 1, 0.3, 0.4, 0.6, 0.7, 0.4478978000115603, 1, 86.16610717773438, 1.4499169000191614, 11.000000, 15.000000, 2.000000,2.000000,1.000000,6.000000,0.500000,1.000000
3, test, 1, no_probe, 21, 1, 2, 2, 1, 0.3, 0.4, right, 2, 0.3, 0.4, 0.6, 0.7, 0.7198425999376923, 0, , , 11.000000, 15.000000, 1.000000,3.000000,1.000000,6.000000,0.500000,1.000000
3, test, 1, no_probe, 22, 4, 3, 3, 4, 0.7, 0.6, right, 2, 0.3, 0.4, 0.6, 0.7, 0.4656216000439599, 1, , , 12.000000, 16.000000, 2.000000,3.000000,1.000000,6.000000,0.500000,1.000000
3, test, 1, probe, 23, 2, 1, 1, 2, 0.4, 0.3, right, 2, 0.3, 0.4, 0.6, 0.7, 0.5872619000729173, 0, 82.04647827148438, 1.5999978000763804, 12.000000, 16.000000, 3.000000,3.000000,1.000000,6.000000,0.500000,1.000000
3, test, 1, no_probe, 24, 3, 2, 3, 2, 0.6, 0.4, left, 1, 0.3, 0.4, 0.6, 0.7, 0.9481817000778392, 0, , , 12.000000, 16.000000, 1.000000,3.000000,1.000000,6.000000,0.500000,1.000000
3, test, 1, no_probe, 25, 4, 1, 1, 4, 0.7, 0.3, right, 2, 0.3, 0.4, 0.6, 0.7, 0.3796831000363454, 1, , , 13.000000, 17.000000, 2.000000,3.000000,1.000000,6.000000,0.500000,1.000000
3, test, 2, no_probe, 1, 4, 3, 3, 4, 0.7, 0.6, right, 2, 0.3, 0.4, 0.6, 0.7, 0.4227668000385165, 0, , , 0.000000, 17.000000, 1.000000,3.000000,1.000000,6.000000,0.500000,1.000000
3, test, 2, no_probe, 2, 3, 1, 3, 1, 0.6, 0.3, left, 1, 0.3, 0.4, 0.6, 0.7, 0.5641211000038311, 1, , , 1.000000, 18.000000, 2.000000,3.000000,1.000000,6.000000,0.500000,1.000000
3, test, 2, probe, 3, 3, 4, 3, 4, 0.6, 0.7, left, 1, 0.3, 0.4, 0.6, 0.7, 0.6608313000760972, 1, 98.24664306640625, 3.3999636000953615, 2.000000, 19.000000, 3.000000,3.000000,1.000000,6.000000,0.500000,1.000000
3, test, 2, no_probe, 4, 3, 4, 3, 4, 0.6, 0.7, left, 1, 0.3, 0.4, 0.6, 0.7, 0.6392762999748811, 0, , , 2.000000, 19.000000, 1.000000,3.000000,1.000000,6.000000,0.500000,1.000000
3, test, 2, no_probe, 5, 3, 1, 3, 1, 0.6, 0.3, left, 1, 0.3, 0.4, 0.6, 0.7, 0.5126740999985486, 0, , , 2.000000, 19.000000, 2.000000,3.000000,1.000000,6.000000,0.500000,1.000000
3, test, 2, probe, 6, 4, 3, 3, 4, 0.7, 0.6, right, 2, 0.3, 0.4, 0.6, 0.7, 0.461119000101462, 1, 99.99945068359375, 2.6833115000044927, 3.000000, 20.000000, 3.000000,3.000000,1.000000,6.000000,0.500000,1.000000
3, test, 2, no_probe, 7, 2, 4, 2, 4, 0.4, 0.7, left, 1, 0.3, 0.4, 0.6, 0.7, 1.3225213999394327, 0, , , 3.000000, 20.000000, 1.000000,3.000000,1.000000,6.000000,0.500000,1.000000
3, test, 2, no_probe, 8, 1, 2, 1, 2, 0.3, 0.4, left, 1, 0.3, 0.4, 0.6, 0.7, 0.7641144000226632, 1, , , 4.000000, 21.000000, 2.000000,3.000000,1.000000,6.000000,0.500000,1.000000
3, test, 2, probe, 9, 4, 2, 2, 4, 0.7, 0.4, right, 2, 0.3, 0.4, 0.6, 0.7, 0.4503368000732735, 1, 99.99905395507812, 2.2666638999944553, 5.000000, 22.000000, 3.000000,3.000000,1.000000,6.000000,0.500000,1.000000
3, test, 2, no_probe, 10, 2, 4, 4, 2, 0.4, 0.7, right, 2, 0.3, 0.4, 0.6, 0.7, 1.7429785000858828, 1, , , 6.000000, 23.000000, 1.000000,2.000000,1.000000,6.000000,0.500000,1.000000
3, test, 2, probe, 11, 2, 4, 2, 4, 0.4, 0.7, left, 1, 0.3, 0.4, 0.6, 0.7, 0.40954679995775223, 0, 89.81204223632812, 2.466635699965991, 6.000000, 23.000000, 2.000000,2.000000,1.000000,6.000000,0.500000,1.000000
3, test, 2, no_probe, 12, 3, 1, 3, 1, 0.6, 0.3, left, 1, 0.3, 0.4, 0.6, 0.7, 0.6397958999732509, 1, , , 7.000000, 24.000000, 1.000000,2.000000,1.000000,6.000000,0.500000,1.000000
