subject, block_type, block, thought probe, trial, chosen, unchosen, offer_left_image, offer_right_image, exp_value_chosen, exp_value_unchosen, choice_location, choice_key, exp_value1, exp_value2, exp_value3, exp_value4, RT, reward, vas, RT_vas, coins_per_block, coins_per_task, count_to_prob, ntrial_to_prob, ITI_duration,RT_deadline,choice_feedback_duration,outcome_duration
60, test,1, no_probe,1,3,4,3,4,0.6,0.7, left,1,0.3,0.4,0.6,0.7,1.0397541,0, , ,0,0,1,2,1,6,0.5,1
60, test,1, probe,2,4,3,3,4,0.7,0.6, right,2,0.3,0.4,0.6,0.7,0.8117162,0,76.99337769,3.6332622,0,0,2,2,1,6,0.5,1
60, test,1, no_probe,3,1,2,1,2,0.3,0.4, left,1,0.3,0.4,0.6,0.7,1.6261014,1, , ,1,1,1,3,1,6,0.5,1
60, test,1, no_probe,4,4,2,4,2,0.7,0.4, left,1,0.3,0.4,0.6,0.7,1.3742404,1, , ,2,2,2,3,1,6,0.5,1
60, test,1, probe,5,1,2,1,2,0.3,0.4, left,1,0.3,0.4,0.6,0.7,1.2223587,1,95.33837891,3.5999565,3,3,3,3,1,6,0.5,1
60, test,1, no_probe,6,3,2,2,3,0.6,0.4, right,2,0.3,0.4,0.6,0.7,1.5012325,1, , ,4,4,1,3,1,6,0.5,1
60, test,1, no_probe,1,2,4,2,4,0.4,0.7, left,1,0.3,0.4,0.6,0.7,1.105574,0, , ,0,4,1,2,1,6,0.5,1
60, test,1, probe,2,1,4,4,1,0.3,0.7, right,2,0.3,0.4,0.6,0.7,0.8518548,0,41.5447998,2.7332712,0,4,2,2,1,6,0.5,1
60, test,1, no_probe,3,4,2,4,2,0.7,0.4, left,1,0.3,0.4,0.6,0.7,1.1905706,1, , ,1,5,1,2,1,6,0.5,1
60, test,1, probe,4,4,3,4,3,0.7,0.6, left,1,0.3,0.4,0.6,0.7,0.5981234,1,72.59396362,1.8833407,2,6,2,2,1,6,0.5,1
60, test,1, no_probe,5,1,3,3,1,0.3,0.6, right,2,0.3,0.4,0.6,0.7,0.9296564,1, , ,3,7,1,3,1,6,0.5,1
60, test,1, no_probe,6,1,4,4,1,0.3,0.7, right,2,0.3,0.4,0.6,0.7,0.9150611,1, , ,4,8,2,3,1,6,0.5,1
60, test,1, probe,7,2,3,2,3,0.4,0.6, left,1,0.3,0.4,0.6,0.7,0.9472848,0,58.31134033,1.5333042,4,8,3,3,1,6,0.5,1
60, test,1, no_probe,8,4,2,4,2,0.7,0.4, left,1,0.3,0.4,0.6,0.7,0.9233367,0, , ,4,8,1,2,1,6,0.5,1
60, test,1, probe,9,2,4,4,2,0.4,0.7, right,2,0.3,0.4,0.6,0.7,0.4772354,1,58.4105835,1.4000153,5,9,2,2,1,6,0.5,1
