subject, block_type, block, thought probe, trial, chosen, unchosen, offer_left_image, offer_right_image, exp_value_chosen, exp_value_unchosen, choice_location, choice_key, exp_value1, exp_value2, exp_value3, exp_value4, RT, reward, vas, RT_vas, coins_per_block, coins_per_task, count_to_prob, ntrial_to_prob, ITI_duration,RT_deadline,choice_feedback_duration,outcome_duration
55, test, 1, no_probe, 1, 4, 2, 4, 2, 0.7, 0.4, left, 1, 0.3, 0.4, 0.6, 0.7, 1.6504009999334812, 0, , , 0.000000, 0.000000, 1.000000,2.000000,1.000000,6.000000,0.500000,1.000000
55, test, 1, probe, 2, 3, 4, 3, 4, 0.6, 0.7, left, 1, 0.3, 0.4, 0.6, 0.7, 1.1218075000215322, 1, 99.99575805664062, 5.833287199959159, 1.000000, 1.000000, 2.000000,2.000000,1.000000,6.000000,0.500000,1.000000
55, test, 1, no_probe, 3, 1, 2, 1, 2, 0.3, 0.4, left, 1, 0.3, 0.4, 0.6, 0.7, 2.415723299840465, 1, , , 2.000000, 2.000000, 1.000000,2.000000,1.000000,6.000000,0.500000,1.000000
55, test, 1, probe, 4, 2, 4, 4, 2, 0.4, 0.7, right, 2, 0.3, 0.4, 0.6, 0.7, 1.1693955999799073, 0, 96.98818969726562, 5.149932499974966, 2.000000, 2.000000, 2.000000,2.000000,1.000000,6.000000,0.500000,1.000000
55, test, 1, no_probe, 5, 3, 2, 2, 3, 0.6, 0.4, right, 2, 0.3, 0.4, 0.6, 0.7, 2.4481232999823987, 0, , , 2.000000, 2.000000, 1.000000,2.000000,1.000000,6.000000,0.500000,1.000000
55, test, 1, probe, 6, 1, 4, 4, 1, 0.3, 0.7, right, 2, 0.3, 0.4, 0.6, 0.7, 1.895810600137338, 0, 95.76925659179688, 3.4832447001244873, 2.000000, 2.000000, 2.000000,2.000000,1.000000,6.000000,0.500000,1.000000
55, test, 1, no_probe, 1, 2, 1, 2, 1, 0.4, 0.3, left, 1, 0.3, 0.4, 0.6, 0.7, 1.8732332000508904, 0, , , 0.000000, 2.000000, 1.000000,3.000000,1.000000,6.000000,0.500000,1.000000
55, test, 1, no_probe, 2, 1, 4, 1, 4, 0.3, 0.7, left, 1, 0.3, 0.4, 0.6, 0.7, 2.5085918998811394, 1, , , 1.000000, 3.000000, 2.000000,3.000000,1.000000,6.000000,0.500000,1.000000
55, test, 1, probe, 3, 1, 2, 2, 1, 0.3, 0.4, right, 2, 0.3, 0.4, 0.6, 0.7, 1.5418579999823123, 1, 99.99951171875, 2.2495542000979185, 2.000000, 4.000000, 3.000000,3.000000,1.000000,6.000000,0.500000,1.000000
55, test, 1, no_probe, 4, 3, 4, 3, 4, 0.6, 0.7, left, 1, 0.3, 0.4, 0.6, 0.7, 2.2213362001348287, 1, , , 3.000000, 5.000000, 1.000000,3.000000,1.000000,6.000000,0.500000,1.000000
55, test, 1, no_probe, 5, 2, 4, 2, 4, 0.4, 0.7, left, 1, 0.3, 0.4, 0.6, 0.7, 2.582341199973598, 0, , , 3.000000, 5.000000, 2.000000,3.000000,1.000000,6.000000,0.500000,1.000000
55, test, 1, probe, 6, 3, 1, 3, 1, 0.6, 0.3, left, 1, 0.3, 0.4, 0.6, 0.7, 2.1778863000217825, 1, 96.5740966796875, 2.1499778998550028, 4.000000, 6.000000, 3.000000,3.000000,1.000000,6.000000,0.500000,1.000000
55, test, 1, no_probe, 7, 1, 3, 3, 1, 0.3, 0.6, right, 2, 0.3, 0.4, 0.6, 0.7, 2.2526305001229048, 0, , , 4.000000, 6.000000, 1.000000,3.000000,1.000000,6.000000,0.500000,1.000000
55, test, 1, no_probe, 8, 4, 1, 4, 1, 0.7, 0.3, left, 1, 0.3, 0.4, 0.6, 0.7, 1.2954454999417067, 1, , , 5.000000, 7.000000, 2.000000,3.000000,1.000000,6.000000,0.500000,1.000000
55, test, 1, probe, 9, 3, 1, 1, 3, 0.6, 0.3, right, 2, 0.3, 0.4, 0.6, 0.7, 1.2481215000152588, 1, 96.849365234375, 3.916605900041759, 6.000000, 8.000000, 3.000000,3.000000,1.000000,6.000000,0.500000,1.000000
55, test, 1, no_probe, 10, 4, 1, 4, 1, 0.7, 0.3, left, 1, 0.3, 0.4, 0.6, 0.7, 2.478047800017521, 1, , , 7.000000, 9.000000, 1.000000,2.000000,1.000000,6.000000,0.500000,1.000000
55, test, 1, probe, 11, 4, 3, 3, 4, 0.7, 0.6, right, 2, 0.3, 0.4, 0.6, 0.7, 2.5762245999649167, 1, 95.083251953125, 3.6666175997816026, 8.000000, 10.000000, 2.000000,2.000000,1.000000,6.000000,0.500000,1.000000
55, test, 1, no_probe, 12, 4, 2, 2, 4, 0.7, 0.4, right, 2, 0.3, 0.4, 0.6, 0.7, 2.7874309001490474, 0, , , 8.000000, 10.000000, 1.000000,2.000000,1.000000,6.000000,0.500000,1.000000
55, test, 1, probe, 13, 1, 2, 1, 2, 0.3, 0.4, left, 1, 0.3, 0.4, 0.6, 0.7, 2.088382799876854, 0, 93.04391479492188, 2.9832078001927584, 8.000000, 10.000000, 2.000000,2.000000,1.000000,6.000000,0.500000,1.000000
55, test, 1, no_probe, 14, 3, 2, 3, 2, 0.6, 0.4, left, 1, 0.3, 0.4, 0.6, 0.7, 1.9133895998820662, 1, , , 9.000000, 11.000000, 1.000000,3.000000,1.000000,6.000000,0.500000,1.000000
55, test, 1, no_probe, 15, 3, 2, 2, 3, 0.6, 0.4, right, 2, 0.3, 0.4, 0.6, 0.7, 0.6382345999591053, 0, , , 9.000000, 11.000000, 2.000000,3.000000,1.000000,6.000000,0.500000,1.000000
55, test, 1, probe, 16, 4, 2, 4, 2, 0.7, 0.4, left, 1, 0.3, 0.4, 0.6, 0.7, 2.0035406998358667, 1, 89.26742553710938, 4.783224200131372, 10.000000, 12.000000, 3.000000,3.000000,1.000000,6.000000,0.500000,1.000000
55, test, 1, no_probe, 17, 3, 1, 1, 3, 0.6, 0.3, right, 2, 0.3, 0.4, 0.6, 0.7, 4.752221399918199, 1, , , 11.000000, 13.000000, 1.000000,3.000000,1.000000,6.000000,0.500000,1.000000
55, test, 1, no_probe, 18, 3, 2, 3, 2, 0.6, 0.4, left, 1, 0.3, 0.4, 0.6, 0.7, 1.4909095000475645, 1, , , 12.000000, 14.000000, 2.000000,3.000000,1.000000,6.000000,0.500000,1.000000
55, test, 1, probe, 19, 1, 2, 2, 1, 0.3, 0.4, right, 2, 0.3, 0.4, 0.6, 0.7, 1.8255586999002844, 0, 90.49444580078125, 2.4999708000104874, 12.000000, 14.000000, 3.000000,3.000000,1.000000,6.000000,0.500000,1.000000
55, test, 1, no_probe, 20, 2, 4, 4, 2, 0.4, 0.7, right, 2, 0.3, 0.4, 0.6, 0.7, 2.464715200010687, 1, , , 13.000000, 15.000000, 1.000000,2.000000,1.000000,6.000000,0.500000,1.000000
55, test, 1, probe, 21, 4, 1, 4, 1, 0.7, 0.3, left, 1, 0.3, 0.4, 0.6, 0.7, 3.05548350000754, 1, 93.585205078125, 5.383260800037533, 14.000000, 16.000000, 2.000000,2.000000,1.000000,6.000000,0.500000,1.000000
55, test, 1, no_probe, 22, 3, 1, 1, 3, 0.6, 0.3, right, 2, 0.3, 0.4, 0.6, 0.7, 4.198680699802935, 1, , , 15.000000, 17.000000, 1.000000,2.000000,1.000000,6.000000,0.500000,1.000000
